Gene stable ID	Gene stable ID version	Human gene name	Human gene stable ID
ENSMUSG00000020069	ENSMUSG00000020069.16	HNRNPH3	ENSG00000096746
ENSMUSG00000054405	ENSMUSG00000054405.14	DNAJC8	ENSG00000126698
ENSMUSG00000048077	ENSMUSG00000048077.6	H1FNT	ENSG00000187166
ENSMUSG00000051378	ENSMUSG00000051378.10	KIF18B	ENSG00000186185
ENSMUSG00000037487	ENSMUSG00000037487.7	UBR5	ENSG00000104517
ENSMUSG00000023367	ENSMUSG00000023367.14	TMEM176A	ENSG00000002933
ENSMUSG00000053475	ENSMUSG00000053475.5	TNFAIP6	ENSG00000123610
ENSMUSG00000018166	ENSMUSG00000018166.8	ERBB3	ENSG00000065361
ENSMUSG00000031090	ENSMUSG00000031090.14	NADSYN1	ENSG00000172890
ENSMUSG00000030374	ENSMUSG00000030374.15	STRN4	ENSG00000090372
ENSMUSG00000045009	ENSMUSG00000045009.9	PRRT3	ENSG00000163704
ENSMUSG00000032245	ENSMUSG00000032245.12	CLN6	ENSG00000128973
ENSMUSG00000108167	ENSMUSG00000108167.2	OR2Y1	ENSG00000174339
ENSMUSG00000042404	ENSMUSG00000042404.16	DENND4B	ENSG00000198837
ENSMUSG00000058503	ENSMUSG00000058503.11	FAM133B	ENSG00000234545
ENSMUSG00000048007	ENSMUSG00000048007.4	TIMM8A	ENSG00000126953
ENSMUSG00000020422	ENSMUSG00000020422.14	TNS3	ENSG00000136205
ENSMUSG00000054499	ENSMUSG00000054499.9	DEDD2	ENSG00000160570
ENSMUSG00000071547	ENSMUSG00000071547.4	NT5DC2	ENSG00000168268
ENSMUSG00000030231	ENSMUSG00000030231.11	PLEKHA5	ENSG00000052126
ENSMUSG00000008393	ENSMUSG00000008393.9	CARHSP1	ENSG00000153048
ENSMUSG00000028654	ENSMUSG00000028654.13	MYCL	ENSG00000116990
ENSMUSG00000031309	ENSMUSG00000031309.15	RPS6KA3	ENSG00000177189
ENSMUSG00000032246	ENSMUSG00000032246.14	CALML4	ENSG00000129007
ENSMUSG00000059729	ENSMUSG00000059729.2	OR2Y1	ENSG00000174339
ENSMUSG00000063713	ENSMUSG00000063713.7	KLK1	ENSG00000167748
ENSMUSG00000025188	ENSMUSG00000025188.15	HPS1	ENSG00000107521
ENSMUSG00000044170	ENSMUSG00000044170.5	OR2Y1	ENSG00000174339
ENSMUSG00000052906	ENSMUSG00000052906.7	UBXN8	ENSG00000104691
ENSMUSG00000029810	ENSMUSG00000029810.15	TMEM176B	ENSG00000106565
ENSMUSG00000040254	ENSMUSG00000040254.11	SEMA3D	ENSG00000153993
ENSMUSG00000034024	ENSMUSG00000034024.8	CCT2	ENSG00000166226
ENSMUSG00000066513	ENSMUSG00000066513.4	KLK1	ENSG00000167748
ENSMUSG00000107417	ENSMUSG00000107417.2	OR2Y1	ENSG00000174339
ENSMUSG00000009630	ENSMUSG00000009630.10	PPP2CB	ENSG00000104695
ENSMUSG00000038594	ENSMUSG00000038594.9	CEP85L	ENSG00000111860
ENSMUSG00000038968	ENSMUSG00000038968.3	KLK1	ENSG00000167748
ENSMUSG00000001225	ENSMUSG00000001225.12	SLC26A3	ENSG00000091138
ENSMUSG00000030471	ENSMUSG00000030471.17	ZDHHC13	ENSG00000177054
ENSMUSG00000046541	ENSMUSG00000046541.9	ZNF526	ENSG00000167625
ENSMUSG00000042607	ENSMUSG00000042607.15	ASB4	ENSG00000005981
ENSMUSG00000004667	ENSMUSG00000004667.18	POLR2E	ENSG00000099817
ENSMUSG00000026831	ENSMUSG00000026831.16	C9orf116	ENSG00000160345
ENSMUSG00000001305	ENSMUSG00000001305.5	RRP15	ENSG00000067533
ENSMUSG00000020070	ENSMUSG00000020070.18	RUFY2	ENSG00000204130
ENSMUSG00000066515	ENSMUSG00000066515.3	KLK1	ENSG00000167748
ENSMUSG00000041261	ENSMUSG00000041261.9	CA8	ENSG00000178538
ENSMUSG00000041859	ENSMUSG00000041859.10	MCM3	ENSG00000112118
ENSMUSG00000041115	ENSMUSG00000041115.16	IQSEC2	ENSG00000124313
ENSMUSG00000049728	ENSMUSG00000049728.14	ZNF668	ENSG00000167394
ENSMUSG00000038583	ENSMUSG00000038583.13	PLN	ENSG00000198523
ENSMUSG00000031958	ENSMUSG00000031958.16	LDHD	ENSG00000166816
ENSMUSG00000063827	ENSMUSG00000063827.2	OR2Y1	ENSG00000174339
ENSMUSG00000007564	ENSMUSG00000007564.15	PPP2R1A	ENSG00000105568
ENSMUSG00000036298	ENSMUSG00000036298.10	SLC2A13	ENSG00000151229
ENSMUSG00000033486	ENSMUSG00000033486.14	CATSPER2	ENSG00000166762
ENSMUSG00000021468	ENSMUSG00000021468.8	SPTLC1	ENSG00000090054
ENSMUSG00000022181	ENSMUSG00000022181.16	C6	ENSG00000039537
ENSMUSG00000045744	ENSMUSG00000045744.11	BRICD5	ENSG00000182685
ENSMUSG00000030804	ENSMUSG00000030804.8	VKORC1	ENSG00000167397
ENSMUSG00000096145	ENSMUSG00000096145.2	VKORC1	ENSG00000167397
ENSMUSG00000095187	ENSMUSG00000095187.2	OR2Y1	ENSG00000174339
ENSMUSG00000107645	ENSMUSG00000107645.2	OR2Y1	ENSG00000174339
ENSMUSG00000072663	ENSMUSG00000072663.12	SPEF2	ENSG00000152582
ENSMUSG00000049739	ENSMUSG00000049739.10	ZNF646	ENSG00000167395
ENSMUSG00000039678	ENSMUSG00000039678.12	TBC1D13	ENSG00000107021
ENSMUSG00000002732	ENSMUSG00000002732.14	FKBP7	ENSG00000079150
ENSMUSG00000024726	ENSMUSG00000024726.10	CARNMT1	ENSG00000156017
ENSMUSG00000042286	ENSMUSG00000042286.13	STAB1	ENSG00000010327
ENSMUSG00000044139	ENSMUSG00000044139.12	PRSS53	ENSG00000151006
ENSMUSG00000023045	ENSMUSG00000023045.13	SOAT2	ENSG00000167780
ENSMUSG00000033545	ENSMUSG00000033545.14	ZNRF1	ENSG00000186187
ENSMUSG00000030610	ENSMUSG00000030610.13	DET1	ENSG00000140543
ENSMUSG00000030610	ENSMUSG00000030610.13	AC013489.1	ENSG00000173867
ENSMUSG00000041536	ENSMUSG00000041536.13	SERPINA3	ENSG00000196136
ENSMUSG00000035864	ENSMUSG00000035864.14	SYT1	ENSG00000067715
ENSMUSG00000035772	ENSMUSG00000035772.11	MRPS2	ENSG00000122140
ENSMUSG00000026893	ENSMUSG00000026893.4	GCA	ENSG00000115271
ENSMUSG00000022498	ENSMUSG00000022498.16	TXNDC11	ENSG00000153066
ENSMUSG00000025498	ENSMUSG00000025498.15	IRF7	ENSG00000185507
ENSMUSG00000058017	ENSMUSG00000058017.6	SERPINB4	ENSG00000206073
ENSMUSG00000058017	ENSMUSG00000058017.6	SERPINB3	ENSG00000057149
ENSMUSG00000012350	ENSMUSG00000012350.15	EHF	ENSG00000135373
ENSMUSG00000027248	ENSMUSG00000027248.13	PDIA3	ENSG00000167004
ENSMUSG00000024885	ENSMUSG00000024885.9	ALDH3B1	ENSG00000006534
ENSMUSG00000022561	ENSMUSG00000022561.13	GPAA1	ENSG00000197858
ENSMUSG00000043865	ENSMUSG00000043865.3	TAS2R16	ENSG00000128519
ENSMUSG00000029309	ENSMUSG00000029309.7	SPARCL1	ENSG00000152583
ENSMUSG00000030844	ENSMUSG00000030844.11	RGS10	ENSG00000148908
ENSMUSG00000024665	ENSMUSG00000024665.8	FADS2	ENSG00000134824
ENSMUSG00000033819	ENSMUSG00000033819.16	PPP1R16A	ENSG00000160972
ENSMUSG00000038112	ENSMUSG00000038112.15	VWA5A	ENSG00000110002
ENSMUSG00000024029	ENSMUSG00000024029.4	TFF3	ENSG00000160180
ENSMUSG00000051235	ENSMUSG00000051235.10	GEN1	ENSG00000178295
ENSMUSG00000059742	ENSMUSG00000059742.10	KCNH7	ENSG00000184611
ENSMUSG00000018727	ENSMUSG00000018727.19	CPSF4L	ENSG00000187959
ENSMUSG00000027878	ENSMUSG00000027878.11	NOTCH2	ENSG00000134250
ENSMUSG00000043003	ENSMUSG00000043003.14	RASEF	ENSG00000165105
ENSMUSG00000029158	ENSMUSG00000029158.9	YIPF7	ENSG00000177752
ENSMUSG00000026504	ENSMUSG00000026504.17	SDCCAG8	ENSG00000054282
ENSMUSG00000042888	ENSMUSG00000042888.10	PRR30	ENSG00000186143
ENSMUSG00000019577	ENSMUSG00000019577.6	PDK4	ENSG00000004799
ENSMUSG00000024028	ENSMUSG00000024028.7	TFF2	ENSG00000160181
ENSMUSG00000019732	ENSMUSG00000019732.14	CALR3	ENSG00000269058
ENSMUSG00000020811	ENSMUSG00000020811.16	WSCD1	ENSG00000179314
ENSMUSG00000020738	ENSMUSG00000020738.16	SUMO2	ENSG00000188612
ENSMUSG00000045532	ENSMUSG00000045532.5	C1QL1	ENSG00000131094
ENSMUSG00000038729	ENSMUSG00000038729.24	PALM2-AKAP2	ENSG00000157654
ENSMUSG00000024032	ENSMUSG00000024032.7	TFF1	ENSG00000160182
ENSMUSG00000000216	ENSMUSG00000000216.8	SCNN1G	ENSG00000166828
ENSMUSG00000049086	ENSMUSG00000049086.8	MYC	ENSG00000136997
ENSMUSG00000021494	ENSMUSG00000021494.9	DDX41	ENSG00000183258
ENSMUSG00000023079	ENSMUSG00000023079.14	GTF2IRD1	ENSG00000006704
ENSMUSG00000047187	ENSMUSG00000047187.9	RAB2A	ENSG00000104388
ENSMUSG00000034203	ENSMUSG00000034203.8	CHCHD4	ENSG00000163528
ENSMUSG00000002992	ENSMUSG00000002992.17	APOC2	ENSG00000234906
ENSMUSG00000037972	ENSMUSG00000037972.7	SNN	ENSG00000184602
ENSMUSG00000022500	ENSMUSG00000022500.15	LITAF	ENSG00000189067
ENSMUSG00000004929	ENSMUSG00000004929.12	THOP1	ENSG00000172009
ENSMUSG00000074336	ENSMUSG00000074336.5	APOC4	ENSG00000267467
ENSMUSG00000074336	ENSMUSG00000074336.5	APOC4-APOC2	ENSG00000224916
ENSMUSG00000036908	ENSMUSG00000036908.17	UNC93B1	ENSG00000110057
ENSMUSG00000035540	ENSMUSG00000035540.12	GC	ENSG00000145321
ENSMUSG00000048174	ENSMUSG00000048174.2	TMEM81	ENSG00000174529
ENSMUSG00000109350	ENSMUSG00000109350.1	APOC2	ENSG00000234906
ENSMUSG00000053110	ENSMUSG00000053110.13	YAP1	ENSG00000137693
ENSMUSG00000030307	ENSMUSG00000030307.8	SLC6A11	ENSG00000132164
ENSMUSG00000021264	ENSMUSG00000021264.12	YY1	ENSG00000100811
ENSMUSG00000061048	ENSMUSG00000061048.8	CDH3	ENSG00000062038
ENSMUSG00000112039	ENSMUSG00000112039.1	BRCC3	ENSG00000185515
ENSMUSG00000071937	ENSMUSG00000071937.4	ADAM20	ENSG00000134007
ENSMUSG00000031274	ENSMUSG00000031274.16	COL4A5	ENSG00000188153
ENSMUSG00000048920	ENSMUSG00000048920.8	FKRP	ENSG00000181027
ENSMUSG00000022987	ENSMUSG00000022987.12	ZNF641	ENSG00000167528
ENSMUSG00000023267	ENSMUSG00000023267.10	GABRR2	ENSG00000111886
ENSMUSG00000039335	ENSMUSG00000039335.11	SPATA16	ENSG00000144962
ENSMUSG00000040189	ENSMUSG00000040189.18	CCDC114	ENSG00000105479
ENSMUSG00000020823	ENSMUSG00000020823.16	SEC14L1	ENSG00000129657
ENSMUSG00000045071	ENSMUSG00000045071.14	KIAA1958	ENSG00000165185
ENSMUSG00000027835	ENSMUSG00000027835.11	PDCD10	ENSG00000114209
ENSMUSG00000027316	ENSMUSG00000027316.15	GFRA4	ENSG00000125861
ENSMUSG00000046282	ENSMUSG00000046282.7	ADAM20	ENSG00000134007
ENSMUSG00000006058	ENSMUSG00000006058.10	SNF8	ENSG00000159210
ENSMUSG00000078676	ENSMUSG00000078676.9	CASC3	ENSG00000108349
ENSMUSG00000026429	ENSMUSG00000026429.9	UBE2T	ENSG00000077152
ENSMUSG00000024963	ENSMUSG00000024963.12	DNAJC4	ENSG00000110011
ENSMUSG00000107252	ENSMUSG00000107252.1	LITAFD	ENSG00000283516
ENSMUSG00000022130	ENSMUSG00000022130.10	TGDS	ENSG00000088451
ENSMUSG00000029781	ENSMUSG00000029781.7	FKBP9	ENSG00000122642
ENSMUSG00000054033	ENSMUSG00000054033.6	ADAM20	ENSG00000134007
ENSMUSG00000030866	ENSMUSG00000030866.8	ERN2	ENSG00000134398
ENSMUSG00000042446	ENSMUSG00000042446.16	ZMYM4	ENSG00000146463
ENSMUSG00000031446	ENSMUSG00000031446.14	CUL4A	ENSG00000139842
ENSMUSG00000030609	ENSMUSG00000030609.18	AEN	ENSG00000181026
ENSMUSG00000053268	ENSMUSG00000053268.7	DSPP	ENSG00000152591
ENSMUSG00000053552	ENSMUSG00000053552.14	EBF4	ENSG00000088881
ENSMUSG00000089945	ENSMUSG00000089945.13	PALM2-AKAP2	ENSG00000157654
ENSMUSG00000019699	ENSMUSG00000019699.16	AKT3	ENSG00000117020
ENSMUSG00000045575	ENSMUSG00000045575.2	VN1R4	ENSG00000228567
ENSMUSG00000015396	ENSMUSG00000015396.4	CD83	ENSG00000112149
ENSMUSG00000035528	ENSMUSG00000035528.4	NPFFR2	ENSG00000056291
ENSMUSG00000062037	ENSMUSG00000062037.3	OR8S1	ENSG00000284723
ENSMUSG00000046603	ENSMUSG00000046603.16	TCAIM	ENSG00000179152
ENSMUSG00000038544	ENSMUSG00000038544.14	INIP	ENSG00000148153
ENSMUSG00000052915	ENSMUSG00000052915.14	MSL1	ENSG00000188895
ENSMUSG00000071356	ENSMUSG00000071356.7	REG1B	ENSG00000172023
ENSMUSG00000058935	ENSMUSG00000058935.14	TEX48	ENSG00000230601
ENSMUSG00000096530	ENSMUSG00000096530.7	AC113348.1	ENSG00000285891
ENSMUSG00000073602	ENSMUSG00000073602.10	SERPINB4	ENSG00000206073
ENSMUSG00000073602	ENSMUSG00000073602.10	SERPINB3	ENSG00000057149
ENSMUSG00000020437	ENSMUSG00000020437.12	MYO1G	ENSG00000136286
ENSMUSG00000056698	ENSMUSG00000056698.11	ELMOD3	ENSG00000115459
ENSMUSG00000031337	ENSMUSG00000031337.16	MTM1	ENSG00000171100
ENSMUSG00000024526	ENSMUSG00000024526.9	CIDEA	ENSG00000176194
ENSMUSG00000025037	ENSMUSG00000025037.6	MAOA	ENSG00000189221
ENSMUSG00000021662	ENSMUSG00000021662.11	ARHGEF28	ENSG00000214944
ENSMUSG00000096750	ENSMUSG00000096750.7	AC113348.1	ENSG00000285891
ENSMUSG00000026669	ENSMUSG00000026669.14	MCM10	ENSG00000065328
ENSMUSG00000065999	ENSMUSG00000065999.13	ZNF34	ENSG00000196378
ENSMUSG00000004356	ENSMUSG00000004356.8	UTP20	ENSG00000120800
ENSMUSG00000005069	ENSMUSG00000005069.12	PEX5	ENSG00000139197
ENSMUSG00000009292	ENSMUSG00000009292.18	TRPM2	ENSG00000142185
ENSMUSG00000027581	ENSMUSG00000027581.12	STMN3	ENSG00000197457
ENSMUSG00000047036	ENSMUSG00000047036.8	ZNF445	ENSG00000185219
ENSMUSG00000052794	ENSMUSG00000052794.13	C19orf44	ENSG00000105072
ENSMUSG00000071604	ENSMUSG00000071604.5	FAM189A2	ENSG00000135063
ENSMUSG00000026023	ENSMUSG00000026023.16	CDK15	ENSG00000138395
ENSMUSG00000031397	ENSMUSG00000031397.11	TKTL1	ENSG00000007350
ENSMUSG00000068341	ENSMUSG00000068341.8	REG1B	ENSG00000172023
ENSMUSG00000079539	ENSMUSG00000079539.2	OBP2B	ENSG00000171102
ENSMUSG00000079539	ENSMUSG00000079539.2	OBP2A	ENSG00000122136
ENSMUSG00000027346	ENSMUSG00000027346.15	GPCPD1	ENSG00000125772
ENSMUSG00000073601	ENSMUSG00000073601.2	SERPINB4	ENSG00000206073
ENSMUSG00000073601	ENSMUSG00000073601.2	SERPINB3	ENSG00000057149
ENSMUSG00000055723	ENSMUSG00000055723.6	RRAS2	ENSG00000133818
ENSMUSG00000036893	ENSMUSG00000036893.17	EHMT1	ENSG00000181090
ENSMUSG00000024525	ENSMUSG00000024525.7	IMPA2	ENSG00000141401
ENSMUSG00000021428	ENSMUSG00000021428.9	RIOK1	ENSG00000124784
ENSMUSG00000016481	ENSMUSG00000016481.15	CR1	ENSG00000203710
ENSMUSG00000035164	ENSMUSG00000035164.8	ZC3H12C	ENSG00000149289
ENSMUSG00000071537	ENSMUSG00000071537.6	KLRG2	ENSG00000188883
ENSMUSG00000028356	ENSMUSG00000028356.4	AMBP	ENSG00000106927
ENSMUSG00000052488	ENSMUSG00000052488.7	CHERP	ENSG00000085872
ENSMUSG00000034226	ENSMUSG00000034226.7	RHOV	ENSG00000104140
ENSMUSG00000022285	ENSMUSG00000022285.17	YWHAZ	ENSG00000164924
ENSMUSG00000063488	ENSMUSG00000063488.6	ZKSCAN7	ENSG00000196345
ENSMUSG00000029047	ENSMUSG00000029047.13	PEX10	ENSG00000157911
ENSMUSG00000024816	ENSMUSG00000024816.12	FRMD8	ENSG00000126391
ENSMUSG00000021906	ENSMUSG00000021906.14	OXNAD1	ENSG00000154814
ENSMUSG00000096333	ENSMUSG00000096333.7	AC113348.1	ENSG00000285891
ENSMUSG00000055067	ENSMUSG00000055067.15	SMYD3	ENSG00000185420
ENSMUSG00000051586	ENSMUSG00000051586.17	MICAL3	ENSG00000243156
ENSMUSG00000028653	ENSMUSG00000028653.16	TRIT1	ENSG00000043514
ENSMUSG00000006412	ENSMUSG00000006412.10	PFDN2	ENSG00000143256
ENSMUSG00000030691	ENSMUSG00000030691.15	FCHSD2	ENSG00000137478
ENSMUSG00000021928	ENSMUSG00000021928.9	EBPL	ENSG00000123179
ENSMUSG00000028830	ENSMUSG00000028830.14	KIAA0319L	ENSG00000142687
ENSMUSG00000079516	ENSMUSG00000079516.2	REG1B	ENSG00000172023
ENSMUSG00000024935	ENSMUSG00000024935.11	SLC1A1	ENSG00000106688
ENSMUSG00000057895	ENSMUSG00000057895.11	ZNF35	ENSG00000169981
ENSMUSG00000002625	ENSMUSG00000002625.10	AKAP8L	ENSG00000011243
ENSMUSG00000038323	ENSMUSG00000038323.3	C2orf69	ENSG00000178074
ENSMUSG00000069080	ENSMUSG00000069080.5	PAEP	ENSG00000122133
ENSMUSG00000041075	ENSMUSG00000041075.8	FZD7	ENSG00000155760
ENSMUSG00000027331	ENSMUSG00000027331.15	KNSTRN	ENSG00000128944
ENSMUSG00000002825	ENSMUSG00000002825.8	QTRT1	ENSG00000213339
ENSMUSG00000010122	ENSMUSG00000010122.14	SLC47A1	ENSG00000142494
ENSMUSG00000045259	ENSMUSG00000045259.4	KLHDC9	ENSG00000162755
ENSMUSG00000029780	ENSMUSG00000029780.14	NT5C3A	ENSG00000122643
ENSMUSG00000051517	ENSMUSG00000051517.14	ARHGEF39	ENSG00000137135
ENSMUSG00000030577	ENSMUSG00000030577.14	CD22	ENSG00000012124
ENSMUSG00000019900	ENSMUSG00000019900.19	RFX6	ENSG00000185002
ENSMUSG00000037196	ENSMUSG00000037196.6	PACRG	ENSG00000112530
ENSMUSG00000040564	ENSMUSG00000040564.14	APOC1	ENSG00000130208
ENSMUSG00000039879	ENSMUSG00000039879.9	HECA	ENSG00000112406
ENSMUSG00000032551	ENSMUSG00000032551.7	KIAA1143	ENSG00000163807
ENSMUSG00000024277	ENSMUSG00000024277.14	MAPRE2	ENSG00000166974
ENSMUSG00000037263	ENSMUSG00000037263.13	ALDH3B2	ENSG00000132746
ENSMUSG00000039852	ENSMUSG00000039852.17	RERE	ENSG00000142599
ENSMUSG00000037683	ENSMUSG00000037683.14	ARMC3	ENSG00000165309
ENSMUSG00000044566	ENSMUSG00000044566.15	CAGE1	ENSG00000164304
ENSMUSG00000036401	ENSMUSG00000036401.5	GLT6D1	ENSG00000204007
ENSMUSG00000036768	ENSMUSG00000036768.6	KIF15	ENSG00000163808
ENSMUSG00000027472	ENSMUSG00000027472.14	PDRG1	ENSG00000088356
ENSMUSG00000085484	ENSMUSG00000085484.2	AL354761.1	ENSG00000236543
ENSMUSG00000033740	ENSMUSG00000033740.17	ST18	ENSG00000147488
ENSMUSG00000019464	ENSMUSG00000019464.6	PTGER1	ENSG00000160951
ENSMUSG00000040105	ENSMUSG00000040105.3	PLPP6	ENSG00000205808
ENSMUSG00000029307	ENSMUSG00000029307.7	DMP1	ENSG00000152592
ENSMUSG00000003135	ENSMUSG00000003135.15	CNOT11	ENSG00000158435
ENSMUSG00000064202	ENSMUSG00000064202.15	SPATA6L	ENSG00000106686
ENSMUSG00000031576	ENSMUSG00000031576.16	KCNU1	ENSG00000215262
ENSMUSG00000074004	ENSMUSG00000074004.3	B3GNT6	ENSG00000198488
ENSMUSG00000025362	ENSMUSG00000025362.6	RPS26	ENSG00000197728
ENSMUSG00000025931	ENSMUSG00000025931.15	PAQR8	ENSG00000170915
ENSMUSG00000020941	ENSMUSG00000020941.7	MAP3K14	ENSG00000006062
ENSMUSG00000061469	ENSMUSG00000061469.3	AC113348.1	ENSG00000285891
ENSMUSG00000018377	ENSMUSG00000018377.10	VEZF1	ENSG00000136451
ENSMUSG00000024485	ENSMUSG00000024485.16	SLC4A9	ENSG00000113073
ENSMUSG00000038160	ENSMUSG00000038160.7	ATG5	ENSG00000057663
ENSMUSG00000067942	ENSMUSG00000067942.6	ZNF160	ENSG00000170949
ENSMUSG00000067942	ENSMUSG00000067942.6	ZNF665	ENSG00000197497
ENSMUSG00000028643	ENSMUSG00000028643.11	SVBP	ENSG00000177868
ENSMUSG00000043468	ENSMUSG00000043468.4	ADAM30	ENSG00000134249
ENSMUSG00000070003	ENSMUSG00000070003.7	SSBP4	ENSG00000130511
ENSMUSG00000021905	ENSMUSG00000021905.14	DPH3	ENSG00000154813
ENSMUSG00000057672	ENSMUSG00000057672.16	PKN1	ENSG00000123143
ENSMUSG00000027430	ENSMUSG00000027430.12	AL121900.2	ENSG00000284776
ENSMUSG00000029700	ENSMUSG00000029700.11	SLC13A1	ENSG00000081800
ENSMUSG00000069020	ENSMUSG00000069020.9	URM1	ENSG00000167118
ENSMUSG00000048234	ENSMUSG00000048234.13	RNF149	ENSG00000163162
ENSMUSG00000093962	ENSMUSG00000093962.7	AC113348.1	ENSG00000285891
ENSMUSG00000030760	ENSMUSG00000030760.14	ACER3	ENSG00000078124
ENSMUSG00000026113	ENSMUSG00000026113.17	INPP4A	ENSG00000040933
ENSMUSG00000030470	ENSMUSG00000030470.15	CSRP3	ENSG00000129170
ENSMUSG00000023140	ENSMUSG00000023140.4	REG1A	ENSG00000115386
ENSMUSG00000030865	ENSMUSG00000030865.4	CHP2	ENSG00000166869
ENSMUSG00000066000	ENSMUSG00000066000.12	ZNF34	ENSG00000196378
ENSMUSG00000040451	ENSMUSG00000040451.18	SGMS1	ENSG00000198964
ENSMUSG00000046201	ENSMUSG00000046201.9	SCAF8	ENSG00000213079
ENSMUSG00000027876	ENSMUSG00000027876.4	REG4	ENSG00000134193
ENSMUSG00000036578	ENSMUSG00000036578.7	FXYD7	ENSG00000221946
ENSMUSG00000022386	ENSMUSG00000022386.12	TRMU	ENSG00000100416
ENSMUSG00000020717	ENSMUSG00000020717.19	PECAM1	ENSG00000261371
ENSMUSG00000030890	ENSMUSG00000030890.16	ILK	ENSG00000166333
ENSMUSG00000021469	ENSMUSG00000021469.9	MSX2	ENSG00000120149
ENSMUSG00000062518	ENSMUSG00000062518.7	ZNF34	ENSG00000196378
ENSMUSG00000045942	ENSMUSG00000045942.13	AC113348.1	ENSG00000285891
ENSMUSG00000079598	ENSMUSG00000079598.4	CLEC2L	ENSG00000236279
ENSMUSG00000040554	ENSMUSG00000040554.10	AIPL1	ENSG00000129221
ENSMUSG00000020385	ENSMUSG00000020385.16	CLK4	ENSG00000113240
ENSMUSG00000026154	ENSMUSG00000026154.4	SDHAF4	ENSG00000154079
ENSMUSG00000001103	ENSMUSG00000001103.7	SEBOX	ENSG00000274529
ENSMUSG00000064128	ENSMUSG00000064128.8	CENPJ	ENSG00000151849
ENSMUSG00000030978	ENSMUSG00000030978.10	RRM1	ENSG00000167325
ENSMUSG00000026961	ENSMUSG00000026961.6	LRRC26	ENSG00000184709
ENSMUSG00000047767	ENSMUSG00000047767.17	ATG16L2	ENSG00000168010
ENSMUSG00000031105	ENSMUSG00000031105.16	SLC25A14	ENSG00000102078
ENSMUSG00000051439	ENSMUSG00000051439.7	CD14	ENSG00000170458
ENSMUSG00000020170	ENSMUSG00000020170.4	FRS2	ENSG00000166225
ENSMUSG00000025380	ENSMUSG00000025380.2	FSCN2	ENSG00000186765
ENSMUSG00000028744	ENSMUSG00000028744.15	SLC66A1	ENSG00000040487
ENSMUSG00000059654	ENSMUSG00000059654.7	REG1A	ENSG00000115386
ENSMUSG00000034484	ENSMUSG00000034484.8	SNX2	ENSG00000205302
ENSMUSG00000001349	ENSMUSG00000001349.5	CNN1	ENSG00000130176
ENSMUSG00000022131	ENSMUSG00000022131.3	GPR180	ENSG00000152749
ENSMUSG00000027111	ENSMUSG00000027111.16	ITGA6	ENSG00000091409
ENSMUSG00000029706	ENSMUSG00000029706.15	PAX4	ENSG00000106331
ENSMUSG00000026608	ENSMUSG00000026608.13	KCTD3	ENSG00000136636
ENSMUSG00000027067	ENSMUSG00000027067.16	SSRP1	ENSG00000149136
ENSMUSG00000028642	ENSMUSG00000028642.7	TMEM269	ENSG00000274386
ENSMUSG00000037712	ENSMUSG00000037712.16	FERMT2	ENSG00000073712
ENSMUSG00000096546	ENSMUSG00000096546.2	SMLR1	ENSG00000256162
ENSMUSG00000002578	ENSMUSG00000002578.18	IKZF4	ENSG00000123411
ENSMUSG00000078307	ENSMUSG00000078307.3	C11orf87	ENSG00000185742
ENSMUSG00000003527	ENSMUSG00000003527.9	ESS2	ENSG00000100056
ENSMUSG00000020638	ENSMUSG00000020638.8	CMPK2	ENSG00000134326
ENSMUSG00000033981	ENSMUSG00000033981.14	GRIA2	ENSG00000120251
ENSMUSG00000014349	ENSMUSG00000014349.7	UBE2Z	ENSG00000159202
ENSMUSG00000039660	ENSMUSG00000039660.16	SPOUT1	ENSG00000198917
ENSMUSG00000029306	ENSMUSG00000029306.8	IBSP	ENSG00000029559
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF2	ENSG00000120952
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF5	ENSG00000270601
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF7	ENSG00000204510
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF26	ENSG00000280267
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF17	ENSG00000204479
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF20	ENSG00000204478
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF6	ENSG00000232423
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF12	ENSG00000116726
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF4	ENSG00000243073
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF1	ENSG00000116721
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF14	ENSG00000204481
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF10	ENSG00000187545
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF15	ENSG00000204501
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF18	ENSG00000279804
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF25	ENSG00000229571
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF13	ENSG00000279169
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF11	ENSG00000239810
ENSMUSG00000079424	ENSMUSG00000079424.8	PRAMEF27	ENSG00000274764
